Pf3D7_02_v3	744	1021	2,3,7,7,8,9,10,10,11,13,12,13,14,13,14,14,15,14,15,16,16,18,18,19,18,19,20,20,18,21,23,21,21,24,24,24,24,25,21,24,25,24,19,23,24,22,25,23,22,17,24,24,20,21,22,21,17,19,18,15,17,17,17,14,17,18,14,16,17,16,13,15,15,15,18,17,17,13,16,19,16,18,19,18,16,17,16,13,14,16,15,14,15,16,15,18,18,18,17,18,17,15,17,16,14,16,15,15,15,16,14,12,14,15,13,14,13,15,15,15,16,16,16,17,15,16,16,16,13,16,14,15,13,15,14,13,14,14,13,12,12,14,12,13,13,14,14,14,16,14,15,15,15,16,16,16,15,16,14,14,12,13,13,12,12,12,12,9,10,12,10,11,12,13,10,13,14,12,13,12,11,9,10,11,9,12,11,12,9,10,10,10,10,11,13,11,14,17,17,13,18,18,15,16,18,17,19,20,20,20,20,20,18,22,22,21,21,23,23,19,25,26,24,24,23,25,24,23,24,24,24,25,25,21,24,25,22,19,21,20,20,20,20,18,16,17,16,16,16,15,13,13,14,13,13,13,13,11,10,9,10,9,9,8,5,4,5,4,4,5,4,4,4,4,1,4,4,4	100,100,100,100,100,100,100,100,90.91,100,100,100,100,100,100,71.43,100,100,100,100,93.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.67,100,95.24,100,100,100,100,95.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.33,100,100,100,100,100,100,93.75,100,100,100,100,100,100,88.24,100,100,92.86,100,100,100,100,100,100,94.44,100,100,100,94.44,100,100,100,100,100,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78.57,100,100,100,100,100,100,93.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90.91,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.31,100,100,100,100,100,100,94.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1023	1134	3,4,2,4,4,4,4,4,5,3,6,7,5,2,6,7,5,7,7,6,6,5,6,5,5,5,6,6,7,7,4,7,8,7,8,7,7,7,7,9,8,8,9,10,8,9,8,8,8,8,8,8,8,8,6,7,7,7,6,7,6,6,4,6,6,5,6,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,5,4,4,5,5,4,2,4,5,3,2,4,3,4,4,4,2,2,3,3,3,2,1,1,1	100,100,100,100,100,100,100,75,100,100,100,100,100,100,83.33,100,80,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,87.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1136	1142	1,1,1,1,1,1,1	100,100,100,100,100,100,100
Pf3D7_02_v3	1172	1537	1,1,3,3,3,3,3,3,3,3,3,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,6,2,6,4,4,4,3,3,5,3,4,4,3,3,2,3,3,3,3,3,5,4,8,4,8,10,12,8,12,9,11,11,12,12,13,11,13,12,14,13,14,13,14,12,15,13,13,15,15,14,14,14,13,18,17,19,20,18,19,21,20,22,23,23,23,21,24,23,24,25,25,22,23,22,24,22,23,24,24,21,24,23,22,22,24,19,20,20,20,18,20,19,19,17,16,15,15,16,16,16,14,14,13,13,12,13,13,12,13,13,13,13,13,13,13,12,11,9,11,12,7,7,8,9,7,9,9,6,7,8,8,9,14,12,14,12,15,15,15,13,15,15,14,14,13,15,16,18,18,17,18,15,18,17,17,18,18,18,18,19,19,19,20,18,21,20,22,21,22,20,22,22,22,21,22,22,20,20,21,21,20,21,21,19,21,21,21,21,22,21,20,20,22,21,22,22,22,21,20,22,20,19,18,19,19,15,19,19,19,17,17,16,16,15,15,15,16,16,16,14,16,14,15,13,14,13,12,12,12,10,12,11,11,10,13,14,14,13,13,13,14,13,13,13,16,16,16,15,16,16,16,16,16,16,15,16,18,14,17,15,17,17,15,14,13,12,12,11,13,13,10,13,12,12,12,10,12,11,12,12,11,10,10,11,9,10,11,11,10,10,11,11,11,10,11,11,11,11,11,10,10,10,9,9,8,8,6,5,6,6,5,5,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,100,100,100,100,100,100,100,91.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.65,100,100,100,100,100,100,100,95.45,100,100,100,100,91.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,71.43,75,100,100,100,100,100,100,87.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.24,100,100,100,100,94.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78.95,100,100,100,100,78.95,100,100,100,100,100,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1543	1550	1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100
Pf3D7_02_v3	1552	1760	1,1,1,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,8,7,8,9,9,10,12,11,12,12,13,13,15,13,14,12,15,13,15,15,15,15,14,16,15,16,15,15,16,14,17,17,16,17,17,17,17,16,17,17,17,17,16,17,17,16,15,16,13,12,13,13,13,13,12,13,11,9,10,11,10,11,11,9,10,8,9,9,8,8,9,8,8,6,6,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,4,3,3,2,3,3,3,3,3,4,4,4,4,6,5,6,6,7,6,7,7,7,6,8,8,8,5,8,8,8,8,8,7,7,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,3,3,3,3,3,2,2,3,2,2,2,2,2,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,81.25,100,100,100,100,82.35,100,100,100,100,100,88.24,100,100,88.24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,71.43,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1763	1763	1	100
Pf3D7_02_v3	1765	1774	1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1795	1796	1,1	100,100
Pf3D7_02_v3	1798	1814	1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1816	1854	2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1856	1882	4,4,6,6,6,7,7,5,6,7,6,7,7,3,7,8,10,10,10,10,10,9,9,10,10,10,10	100,100,100,100,100,100,100,100,100,100,100,85.71,100,100,100,100,100,100,100,100,100,100,88.89,100,100,100,100
Pf3D7_02_v3	1884	1966	13,12,13,13,13,13,13,13,13,14,12,14,14,12,14,14,13,14,15,13,15,13,15,14,15,14,15,15,14,14,14,13,14,14,14,14,13,13,11,13,13,13,12,12,10,12,12,12,11,10,10,10,9,11,9,10,9,10,9,9,10,9,10,9,8,8,8,8,7,8,7,6,5,4,4,3,3,3,3,3,3,3,3	100,100,100,100,100,100,100,100,100,100,75,100,100,100,92.86,100,100,100,100,100,100,100,100,100,100,100,100,100,92.86,100,85.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	1968	2001	3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4	100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2005	2039	3,4,3,4,4,4,6,7,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,5,5	100,100,100,100,100,100,100,100,83.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2041	2085	5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,1,3,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2087	2194	1,3,4,5,5,5,5,5,4,5,6,6,6,7,7,8,6,8,8,8,7,8,8,8,8,8,8,8,7,8,6,7,8,7,7,9,9,9,9,9,11,11,10,11,10,10,10,11,7,11,12,11,9,11,11,10,10,8,9,9,10,10,10,9,11,10,11,11,10,9,10,11,12,10,12,12,12,11,13,11,12,13,12,12,12,12,11,12,12,11,11,12,11,11,11,11,9,10,10,11,11,11,10,12,11,12,11,11	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,100,100,87.5,100,100,100,100,100,100,85.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90.91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2196	2241	8,8,7,8,6,8,8,8,8,8,8,8,8,7,6,6,6,6,6,4,5,5,5,4,4,5,5,4,5,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5	100,100,100,100,83.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2243	2260	6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2262	2295	4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2297	2337	3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2339	2344	2,2,1,2,1,3	100,100,100,100,100,100
Pf3D7_02_v3	2346	2425	5,5,5,6,6,6,5,6,6,6,6,6,6,6,8,7,8,8,8,8,8,10,10,10,10,10,11,11,11,11,10,12,11,11,12,11,12,11,12,12,12,10,10,11,11,11,11,11,11,11,11,11,10,11,11,10,10,9,9,9,9,10,9,10,10,10,10,10,8,9,8,9,7,9,7,8,8,7,7,6	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,87.5,100,100,100,100,100,100,85.71,100,100
Pf3D7_02_v3	2427	2462	7,7,7,7,7,7,7,7,7,5,5,5,5,4,5,5,3,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2	100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2464	2545	2,2,2,2,2,3,3,4,4,5,5,4,5,4,5,4,5,4,5,5,5,5,4,3,4,3,3,4,6,6,2,5,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,5,5,6,5,5,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2	100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.67,100,100,100,100,100,100,66.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2547	2565	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2577	2586	1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2588	2589	1,1	100,100
Pf3D7_02_v3	2591	2607	2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2609	2667	3,3,3,3,2,3,3,3,3,2,4,4,3,4,3,4,2,4,4,4,4,4,4,5,5,5,6,6,7,7,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,6,5,5,5,5,5,5,5,5,5,5	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2669	2699	5,6,5,6,7,6,7,7,7,6,7,7,7,7,7,6,7,7,6,6,6,6,7,7,6,7,7,7,7,7,7	100,100,100,83.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2701	2763	7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,7,6,7,7,7,7,6,7,5,5,7,6,5,5,4,5,5,4,5,5,4,5,5,6,6,3,8,7,8,8,9,8,8,9,9,8,9,9,9,9,9,9,8,8,8	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,80,83.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2765	2790	8,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,4	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2792	2820	3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2890	2935	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2937	2944	3,3,3,3,3,3,3,3	100,100,100,100,100,100,100,100
Pf3D7_02_v3	2946	2954	3,3,3,3,3,3,3,3,3	100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2956	2961	3,3,3,3,3,3	100,100,100,100,100,100
Pf3D7_02_v3	2963	2969	3,3,3,3,3,3,3	100,100,100,100,100,100,100
Pf3D7_02_v3	2971	2997	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	2999	3011	1,1,1,1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3062	3162	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,7,7,7,7	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85.71,100,100,100
Pf3D7_02_v3	3164	3217	7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,3,4,4,4,3,4,4,4,2,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3219	3221	1,1,1	100,100,100
Pf3D7_02_v3	3223	3224	1,1	100,100
Pf3D7_02_v3	3284	3318	1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3320	3344	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3346	3363	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3367	3388	1,2,2,2,2,1,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3391	3465	4,4,5,5,5,7,7,7,7,7,7,7,7,7,7,6,8,8,7,8,8,8,8,7,8,8,7,7,8,8,7,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,7,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3468	3476	1,1,1,1,1,1,1,1,1	100,100,100,100,100,100,100,100,100
Pf3D7_02_v3	3501	3549	1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,7,8,7,8,8,8,8,8,9,9	100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
