OrthoMclId	Chromosome	Ploidy	Genes In Ref	Total CN	Haploid Number	Gene Dose	Gene List
OG5_156836	Pf3D7_02_v3	1	1	0.135	0.14	0.1	PF3D7_0211200
OG5_126694	Pf3D7_02_v3	1	1	1.898	1.90	1.9	PF3D7_0215700
OG5_167010	Pf3D7_02_v3	1	1	1.530	1.53	1.5	PF3D7_0208900
OG5_136172	Pf3D7_02_v3	1	1	1.284	1.28	1.3	PF3D7_0212100
OG5_132022	Pf3D7_02_v3	1	1	0.842	0.84	0.8	PF3D7_0203900
OG5_131785	Pf3D7_02_v3	1	1	1.078	1.08	1.1	PF3D7_0217700
OG5_136732	Pf3D7_02_v3	1	1	0.591	0.59	0.6	PF3D7_0201600
OG5_130346	Pf3D7_02_v3	1	1	1.703	1.70	1.7	PF3D7_0204400
OG5_184620	Pf3D7_02_v3	1	1	0.122	0.12	0.1	PF3D7_0202800
OG5_126884	Pf3D7_02_v3	1	1	0.581	0.58	0.6	PF3D7_0212200
OG5_136836	Pf3D7_02_v3	1	1	0.597	0.60	0.6	PF3D7_0202000
OG5_127135	Pf3D7_02_v3	1	1	1.048	1.05	1.0	PF3D7_0204700
OG5_131915	Pf3D7_02_v3	1	1	1.559	1.56	1.6	PF3D7_0201100
OG5_130883	Pf3D7_02_v3	1	1	0.365	0.36	0.4	PF3D7_0206700
OG5_pfal|PFB0225c	Pf3D7_02_v3	1	1	1.138	1.14	1.1	PF3D7_0205000
OG5_130428	Pf3D7_02_v3	1	1	1.400	1.40	1.4	PF3D7_0208100
OG5_136820	Pf3D7_02_v3	1	1	1.051	1.05	1.1	PF3D7_0220000
OG5_167015	Pf3D7_02_v3	1	1	0.824	0.82	0.8	PF3D7_0214800
OG5_165926	Pf3D7_02_v3	1	1	1.261	1.26	1.3	PF3D7_0216200
OG5_127987	Pf3D7_02_v3	1	1	0.364	0.36	0.4	PF3D7_0210000
OG5_150556	Pf3D7_02_v3	1	1	0.411	0.41	0.4	PF3D7_0213200
OG5_147413	Pf3D7_02_v3	1	1	1.142	1.14	1.1	PF3D7_0210200
OG5_127165	Pf3D7_02_v3	1	1	1.169	1.17	1.2	PF3D7_0217100
OG5_127632	Pf3D7_02_v3	1	1	1.299	1.30	1.3	PF3D7_0216400
OG5_146472	Pf3D7_02_v3	1	2	2.123	2.12	2.1	PF3D7_0220100, PF3D7_0201700
OG5_128529	Pf3D7_02_v3	1	1	1.206	1.21	1.2	PF3D7_0209200
OG5_166525	Pf3D7_02_v3	1	1	1.435	1.44	1.4	PF3D7_0205300
OG5_127283	Pf3D7_02_v3	1	1	0.270	0.27	0.3	PF3D7_0206100
OG5_173816	Pf3D7_02_v3	1	1	0.455	0.46	0.5	PF3D7_0202300
OG5_150575	Pf3D7_02_v3	1	1	1.110	1.11	1.1	PF3D7_0214900
OG5_142839	Pf3D7_02_v3	1	1	0.939	0.94	0.9	PF3D7_0204200
OG5_166938	Pf3D7_02_v3	1	1	1.225	1.23	1.2	PF3D7_0213500
OG5_128697	Pf3D7_02_v3	1	1	1.465	1.46	1.5	PF3D7_0203300
OG5_pfal|PFB0105c	Pf3D7_02_v3	1	1	0.432	0.43	0.4	PF3D7_0202100
OG5_127028	Pf3D7_02_v3	1	1	0.440	0.44	0.4	PF3D7_0208500
OG5_167011	Pf3D7_02_v3	1	1	0.920	0.92	0.9	PF3D7_0212800
OG5_165456	Pf3D7_02_v3	1	1	0.800	0.80	0.8	PF3D7_0204600
OG5_157722	Pf3D7_02_v3	1	1	1.055	1.05	1.1	PF3D7_0217600
OG5_127250	Pf3D7_02_v3	1	1	0.905	0.90	0.9	PF3D7_0212300
OG5_243463	Pf3D7_02_v3	1	1	1.410	1.41	1.4	PF3D7_0201400
OG5_pfal|PFB0921c	Pf3D7_02_v3	1	1	0.229	0.23	0.2	PF3D7_0220200
OG5_126773	Pf3D7_02_v3	1	2	1.814	1.81	1.8	PF3D7_0201800, PF3D7_0213100
OG5_162067	Pf3D7_02_v3	1	1	1.547	1.55	1.5	PF3D7_0209000
OG5_127268	Pf3D7_02_v3	1	1	0.893	0.89	0.9	PF3D7_0214200
OG5_167008	Pf3D7_02_v3	1	1	1.737	1.74	1.7	PF3D7_0207300
OG5_184700	Pf3D7_02_v3	1	2	1.103	1.10	1.1	PF3D7_0219800, PF3D7_0219700
OG5_147636	Pf3D7_02_v3	1	1	1.389	1.39	1.4	PF3D7_0218100
OG5_127784	Pf3D7_02_v3	1	1	1.149	1.15	1.1	PF3D7_0218400
OG5_154443	Pf3D7_02_v3	1	1	0.997	1.00	1.0	PF3D7_0207100
OG5_165449	Pf3D7_02_v3	1	1	1.182	1.18	1.2	PF3D7_0204000
OG5_167017	Pf3D7_02_v3	1	1	0.951	0.95	1.0	PF3D7_0215600
OG5_167019	Pf3D7_02_v3	1	1	1.059	1.06	1.1	PF3D7_0216500
OG5_156827	Pf3D7_02_v3	1	1	0.367	0.37	0.4	PF3D7_0217400
OG5_127855	Pf3D7_02_v3	1	1	0.561	0.56	0.6	PF3D7_0208200
OG5_173941	Pf3D7_02_v3	1	3	1.054	1.05	1.1	PF3D7_0220600, PF3D7_0201500, PF3D7_0220700
OG5_127506	Pf3D7_02_v3	1	1	1.259	1.26	1.3	PF3D7_0214100
OG5_147451	Pf3D7_02_v3	1	1	0.626	0.63	0.6	PF3D7_0205600
OG5_129177	Pf3D7_02_v3	1	1	0.810	0.81	0.8	PF3D7_0215000
OG5_137339	Pf3D7_02_v3	1	1	1.313	1.31	1.3	PF3D7_0209100
OG5_161722	Pf3D7_02_v3	1	1	1.217	1.22	1.2	PF3D7_0208300
OG5_130251	Pf3D7_02_v3	1	1	0.861	0.86	0.9	PF3D7_0211700
OG5_129805	Pf3D7_02_v3	1	1	1.060	1.06	1.1	PF3D7_0212000
OG5_126937	Pf3D7_02_v3	1	1	0.507	0.51	0.5	PF3D7_0202700
OG5_166876	Pf3D7_02_v3	1	1	0.776	0.78	0.8	PF3D7_0215500
OG5_127733	Pf3D7_02_v3	1	1	0.380	0.38	0.4	PF3D7_0218500
OG5_135658	Pf3D7_02_v3	1	1	0.745	0.74	0.7	PF3D7_0205800
OG5_160784	Pf3D7_02_v3	1	1	0.838	0.84	0.8	PF3D7_0216300
OG5_127166	Pf3D7_02_v3	1	1	0.442	0.44	0.4	PF3D7_0210100
OG5_150752	Pf3D7_02_v3	1	1	1.079	1.08	1.1	PF3D7_0211500
OG5_156819	Pf3D7_02_v3	1	1	0.912	0.91	0.9	PF3D7_0215400
OG5_126756	Pf3D7_02_v3	1	1	1.632	1.63	1.6	PF3D7_0211800
OG5_pfal|PFB0923c	Pf3D7_02_v3	1	1	0.479	0.48	0.5	PF3D7_0220300
OG5_167016	Pf3D7_02_v3	1	1	0.253	0.25	0.3	PF3D7_0215200
OG5_129509	Pf3D7_02_v3	1	1	2.089	2.09	2.1	PF3D7_0211400
OG5_131121	Pf3D7_02_v3	1	1	0.670	0.67	0.7	PF3D7_0206200
OG5_153628	Pf3D7_02_v3	1	1	1.179	1.18	1.2	PF3D7_0212400
OG5_173791	Pf3D7_02_v3	1	1	0.811	0.81	0.8	PF3D7_0211900
OG5_128193	Pf3D7_02_v3	1	5	8.164	8.16	8.2	PF3D7_0223300, PF3D7_0200100, PF3D7_0223500, PF3D7_0221800, PF3D7_0200300
OG5_167004	Pf3D7_02_v3	1	1	1.115	1.11	1.1	PF3D7_0204300
OG5_138272	Pf3D7_02_v3	1	1	1.124	1.12	1.1	PF3D7_0220800
OG5_176615	Pf3D7_02_v3	1	1	0.679	0.68	0.7	PF3D7_0206900
OG5_128357	Pf3D7_02_v3	1	1	1.370	1.37	1.4	PF3D7_0218700
OG5_167013	Pf3D7_02_v3	1	1	1.011	1.01	1.0	PF3D7_0214500
OG5_139037	Pf3D7_02_v3	1	1	1.105	1.10	1.1	PF3D7_0209600
OG5_147114	Pf3D7_02_v3	1	1	1.075	1.07	1.1	PF3D7_0211300
OG5_160931	Pf3D7_02_v3	1	1	0.651	0.65	0.7	PF3D7_0219300
OG5_156591	Pf3D7_02_v3	1	1	1.871	1.87	1.9	PF3D7_0212700
OG5_126737	Pf3D7_02_v3	1	1	1.229	1.23	1.2	PF3D7_0204500
OG5_127211	Pf3D7_02_v3	1	1	1.799	1.80	1.8	PF3D7_0204900
OG5_167021	Pf3D7_02_v3	1	1	0.653	0.65	0.7	PF3D7_0218200
OG5_161403	Pf3D7_02_v3	1	1	0.846	0.85	0.8	PF3D7_0210500
OG5_128606	Pf3D7_02_v3	1	1	0.823	0.82	0.8	PF3D7_0205500
OG5_165033	Pf3D7_02_v3	1	1	1.342	1.34	1.3	PF3D7_0213600
OG5_167005	Pf3D7_02_v3	1	1	0.890	0.89	0.9	PF3D7_0205100
OG5_128461	Pf3D7_02_v3	1	1	1.453	1.45	1.5	PF3D7_0209400
OG5_130616	Pf3D7_02_v3	1	1	1.539	1.54	1.5	PF3D7_0209300
OG5_172398	Pf3D7_02_v3	1	1	1.102	1.10	1.1	PF3D7_0213800
OG5_164154	Pf3D7_02_v3	1	1	0.526	0.53	0.5	PF3D7_0217900
OG5_164978	Pf3D7_02_v3	1	1	1.365	1.37	1.4	PF3D7_0208600
OG5_162066	Pf3D7_02_v3	1	1	0.843	0.84	0.8	PF3D7_0208400
OG5_126585	Pf3D7_02_v3	1	2	2.236	2.24	2.2	PF3D7_0203000, PF3D7_0216700
OG5_126868	Pf3D7_02_v3	1	1	0.931	0.93	0.9	PF3D7_0210700
OG5_127463	Pf3D7_02_v3	1	1	0.364	0.36	0.4	PF3D7_0207200
